title,price,description,main_image,images
استپر موتور ایران کاربراتور مدل R154 مناسب برای پراید,730000,,"https://dkstatics-public.digikala.com/digikala-products/8c8285a9887ccc8df0a46a0209315226318d0a1c_1701035865.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/110283408.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/01f01ba293903ee9e0b0a49adbe0059018d7311f_1701035865.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/8c8285a9887ccc8df0a46a0209315226318d0a1c_1701035865.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']"
استپر موتور  ایساکو کد 1010400699 مناسب برای پژو 405,349000,,"https://dkstatics-public.digikala.com/digikala-products/92dacfbf281dfa9e6ed571de2b34948a289f00c0_1693048901.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/c28c5ebbc353e5f9b80af99c5d191c46a3a2d04f_1693048898.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/10a916865e8b14ca71dc9430c7dc5d09d38aba87_1693048900.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/44b5d259c0197e9be46e87bdeb4cdf704b42896d_1693048903.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/92dacfbf281dfa9e6ed571de2b34948a289f00c0_1693048901.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']"
استپر موتور مدل Nh132,68010,,"https://dkstatics-public.digikala.com/digikala-products/5ea9263d0a95cedfc344e844541d5df40b4c7a50_1620801142.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/bd1f0d645c65eb18f7de297a2181c772e5febaff_1620764379.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/d8ce3faa1540246fa61e95587368e845a06aead8_1620764366.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/5ea9263d0a95cedfc344e844541d5df40b4c7a50_1620801142.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']"
استپر موتور ایرکا کد D00 مناسب برای پراید,1899000,گروه شرکت های ایرکا بعنوان یکی از بزرگترین تولید کنندگان و توزیع کنندگان انواع دریچه هوا ، واتر پمپ ،سنسور ، کاربراتور و همچنین اویل پمپ خودرو در ایران استاندارد ISO 10002، ISO 9001، ISO/TS 16949:2009 ، ISO 10004 و...، الزامات سیستم تضمین کیفیت ساپکو ، مگا موتور و الزامات سیستم مدیریت کیفیت شرکت رنو پارس را بعنوان الگویی برای تضمین کیفیت برگزیده است تا ضمن تامین رضایت مشتریان ،بقا و رشد مستمر شرکت را نیز تضمین نماید.,"https://dkstatics-public.digikala.com/digikala-products/2e9ae7efc15ecc6b009ec89b94ee44f2cc7a49fe_1653291266.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/7fda77d0564f499d7af46ad7de9f49a09ba31047_1653291261.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/64991ffb2e7db81ad4c8bbc04ad88ac7068beadf_1653291267.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']"
استپر موتور الدورا کد 87062200 مناسب برای نیسان وانت Z24,510000,استپر موتور قطعه ای است که بر روی دریچه گاز (انژکتور) موتور انژکتوری قرار دارد که وظیفه اصلی این قطعه، روشن نگه داشتن خودرو در حالت دور آرام است. این قطعه وظیفه بسیار مهمتری نیز دارد. هنگامی که کولر را روشن میکنیم، کمپرسور کولر بار خود را روی موتور وارد میکند. برای جبران آن، استپر موتور ژیگلور مربوطه راکمی به عقب تر می کشد، تا خود به خود گاز کمی زیاد شود. استپر موتور کار ساسات را نیز انجام میدهد. در هنگامی که خودرو سرد است سوزن آن طوری تنظیم میشود که خودرو با اولین استارت روشن شود. کار دیگر استوپر موتور، تنظیم هوای مورد مصرف سیلندرها در زمان رهاکردن گاز است. استپر موتورهای الدورا از سیم پیچی دقیقی طبق استاندارد کارخانه سازنده دارد و ارتباط سوکت و بوبین از ورق های فلزی است که این قطعه را در مقابل دود و چربی مقاوم تر ساخته است. استپر موتور الدورا مناسب برای وانت نیسان Z24 می تواند تجربه خرید خوبی را برای مشتریان بسازد.,"https://dkstatics-public.digikala.com/digikala-products/850d4411279aa2baebafa0cca0ba7afa8e68adfe_1623749302.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/d44ed53bbf236f790845bf717d1ee15ed6641c7a_1623749303.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/19fce784773b14f8c9b5973847de3781ac7d4e68_1623749304.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/7e5ae93d41966b97957c9752945bd6e1c29bddac_1623749304.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/96c97082bf40114cbe6aa40e9f32f01ae98977e6_1623749305.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']"
استپر موتور زیمنس مدل KA132131111 مناسب برای پراید,651120,استپر یکی از قطعات مهم در خودرو محسوب میشود. در طی سال های گذشته قطعات بی کیفتی وارد بازار ایران شدند، یکی از این قطعات استپر موتور میباشد که به شکل قطعات اصلی ولی بسیار بی کیف و پر از مشکل وارد بازار شدند. در خرید این قطعه باید بسیار توجه کرد چون اکثرا داری ضمانت نمی باشند و بار ها باید هزینه کنید تا به یک استپر سالم برسید که موتور خودرو به درستی کار کند.,"https://dkstatics-public.digikala.com/digikala-products/8787980678cd69c823cb906ef3a64583c06aacc0_1692105675.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/5cbc533852f373486d38dd062a2bef5c85bd91e5_1692105687.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/cb7d03a9acc725c1969622990195b7fd2969457e_1692105766.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/8787980678cd69c823cb906ef3a64583c06aacc0_1692105675.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']"
استپر موتور کد ME299,97860,,"https://dkstatics-public.digikala.com/digikala-products/c91754777dc821e5ecbe084c470fc2eabea9fe3b_1615783463.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/bed981f6b44aa90951a86633cde9e3ed832fae21_1615783415.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/e99f6515b896d2b226e4df655afbc159e30d2e7a_1615783412.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/075059ab81251ce31a2152428b57c075d08f1fa5_1615783414.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/c91754777dc821e5ecbe084c470fc2eabea9fe3b_1615783413.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/bf3bc72a5c777068f16ef0c720e19ed52802de36_1615783411.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']"
استپر موتور ایرکا مدل 00947 مناسب برای پراید,1899000,,"https://dkstatics-public.digikala.com/digikala-products/7c23fd98a430b230c4f2b29a216aa4375b9628ef_1735766516.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/4cb822b11901b9b7e155a5a080beeaf60471b474_1735764762.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/6cc23533d12757ac3fe5184044c290368ffec222_1735764763.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/24da15f79f073f6a2912dab7a215209c23586177_1735764763.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/9b11873adedbe334e4999c9561e4db73c811af49_1735764763.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/c09f7431c1d3b531cbe5d4c598c97ce19f398052_1735764763.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/1a1bf86b6deb12ac4123fba7706ead659c177e6d_1735764763.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']"
استپر موتور الدورا کد 87052200 مناسب برای پراید,430000,استپر موتور قطعه ای است که بر روی دریچه گاز (انژکتور) موتور انژکتوری قرار دارد که وظیفه اصلی این قطعه، روشن نگه داشتن خودرو در حالت دور آرام است. این قطعه وظیفه بسیار مهمتری نیز دارد. هنگامی که کولر را روشن میکنیم، کمپرسور کولر بار خود را روی موتور وارد میکند. برای جبران آن، استپر موتور ژیگلور مربوطه راکمی به عقب تر می کشد، تا خود به خود گاز کمی زیاد شود. استپر موتور کار ساسات را نیز انجام میدهد. در هنگامی که خودرو سرد است سوزن آن طوری تنظیم میشود که خودرو با اولین استارت روشن شود. کار دیگر استپر موتور، تنظیم هوای مورد مصرف سیلندرها در زمان رهاکردن گاز است. استپر موتورهای الدورا از سیم پیچی دقیقی طبق استاندارد کارخانه سازنده دارد و ارتباط سوکت و بوبین از ورق های فلزی است که این قطعه را در مقابل دود و چربی مقاوم تر ساخته است. استپر موتور الدورا مناسب برای انواع پراید می تواند تجربه خرید خوبی را برای مشتریان بسازد.,"https://dkstatics-public.digikala.com/digikala-products/4449a26a5070bd2101799c1450e92411b57425d3_1623737971.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/83011d112e279e68b8a49afdb461ddbf0ff8a036_1623737971.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/8a890ead4a8b64c55343703ffe60f8cb374f1170_1623737972.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/7636cef1bd4f0634e39934bf928b1da0646c18a4_1623737972.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/96c97082bf40114cbe6aa40e9f32f01ae98977e6_1623737973.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']"
استپر موتور الدورا کد 87012200 مناسب برای پژو 405,510000,استپر موتور قطعه ای است که بر روی دریچه گاز (انژکتور) موتور انژکتوری قرار دارد که وظیفه اصلی این قطعه، روشن نگه داشتن خودرو در حالت دور آرام است. این قطعه وظیفه بسیار مهمتری نیز دارد. هنگامی که کولر را روشن میکنیم، کمپرسور کولر بار خود را روی موتور وارد میکند. برای جبران آن، استپر موتور ژیگلور مربوطه راکمی به عقب تر می کشد، تا خود به خود گاز کمی زیاد شود. استپر موتور کار ساسات را نیز انجام میدهد. در هنگامی که خودرو سرد است سوزن آن طوری تنظیم میشود که خودرو با اولین استارت روشن شود. کار دیگر استپر موتور، تنظیم هوای مورد مصرف سیلندرها در زمان رهاکردن گاز است. استپر موتورهای الدورا از سیم پیچی دقیقی طبق استاندارد کارخانه سازنده دارد و ارتباط سوکت و بوبین از ورق های فلزی است که این قطعه را در مقابل دود و چربی مقاوم تر ساخته است. استپر موتور الدورا مناسب برای پژو 405 (1800سی سی) می تواند تجربه خرید خوبی را برای مشتریان بسازد.,"https://dkstatics-public.digikala.com/digikala-products/862b1d3ce2173e195b35ab7f2d08ee52357d72a5_1623747562.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90","['https://dkstatics-public.digikala.com/digikala-products/31d64253ac66bcf8f79ad88681e0841dd73a5e4a_1623747563.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/e9820eaa3f2be8811eaca3304eb7cb960bb072fc_1623747564.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/db674b4b0ffcb99195976bfea4779e832207bb8a_1623747564.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/2e0da4e341f5e38d7cc2618aaaebdd4adb87da81_1623747565.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90', 'https://dkstatics-public.digikala.com/digikala-products/96c97082bf40114cbe6aa40e9f32f01ae98977e6_1623747566.jpg?x-oss-process=image/resize,m_lfit,h_800,w_800/format,webp/quality,q_90']"
